,time [s],altitude [m],ground_distance [m],mass [kg],true_airspeed [m/s],equivalent_airspeed [m/s],mach [-],engine_setting,CL [-],CD [-],drag [N],thrust [N],thrust_rate [-],thrust_is_regulated,sfc [kg/N/s],slope_angle [rad],acceleration [m/s**2],name
0,0.0,0.0,0.0,85178.4150737424,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
1,60.0,0.0,0.0,85147.35416451326,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
2,120.0,0.0,0.0,85116.29325528412,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
3,180.0,0.0,0.0,85085.23234605498,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
4,240.0,0.0,0.0,85054.17143682584,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
5,300.0,0.0,0.0,85023.1105275967,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
6,360.0,0.0,0.0,84992.04961836756,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
7,420.0,0.0,0.0,84960.98870913842,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
8,480.0,0.0,0.0,84929.92779990927,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
9,540.0,0.0,0.0,84898.86689068013,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
10,540.0,10.668000000000001,0.0,84816.46689068014,79.3,79.2593976814894,0.23306096703307572,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:takeoff
11,540.0,10.668000000000001,0.0,84816.46689068014,79.3,79.2593976814894,0.23306096703307572,2,1.5101301008078367,0.08689122583733994,47858.86700343845,53068.90891708,0.25,False,9.75489850930377e-06,0.17525822856028883,0.0,MTOW_mission:takeoff
12,540.2,13.433387922554331,15.617049325586255,84815.98510471173,79.31053003315638,79.2593976814894,0.2330991868883143,1,1.5101215227625617,0.08689042081706592,47858.42360587031,193585.47935096148,1.0,False,1.2441359048420866e-05,0.17520310732623057,0.0,MTOW_mission:main_route:initial_climb
13,540.4000000000001,16.198282103973803,31.236324825146543,84815.5034114207,79.32106024117346,79.2593976814894,0.23313740857061355,1,1.5101129463673781,0.08688961596132382,47857.98029892479,193538.37715049635,1.0,False,1.244199330427843e-05,0.17514800550320514,0.0,MTOW_mission:main_route:initial_climb
