,time [s],altitude [m],ground_distance [m],mass [kg],true_airspeed [m/s],equivalent_airspeed [m/s],mach [-],engine_setting,CL [-],CD [-],drag [N],thrust [N],thrust_rate [-],thrust_is_regulated,sfc [kg/N/s],slope_angle [rad],acceleration [m/s**2],name
0,0.0,0.0,0.0,81123.00820724675,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
1,60.0,0.0,0.0,81093.94459774578,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
2,120.0,0.0,0.0,81064.88098824481,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
3,180.0,0.0,0.0,81035.81737874384,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
4,240.0,0.0,0.0,81006.75376924287,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
5,300.0,0.0,0.0,80977.6901597419,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
6,360.0,0.0,0.0,80948.62655024094,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
7,420.0,0.0,0.0,80919.56294073997,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
8,480.0,0.0,0.0,80890.499331239,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
9,540.0,0.0,0.0,80861.43572173803,0.0,0.0,0.0,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
10,540.0,10.668000000000001,0.0,80779.03572173804,79.3,79.2593976814894,0.23306096703307572,2,0.0,0.0,0.0,49656.4358123,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:takeoff
11,540.0,10.668000000000001,0.0,80779.03572173804,79.3,79.2593976814894,0.23306096703307572,2,1.409836591443822,0.11126731138380819,62519.88291394371,49656.4358123,0.25,False,9.75489850930377e-06,0.14979279846756546,0.0,MTOW_mission:takeoff
12,540.2,13.03483941454054,15.682400045457964,80778.58491589891,79.30901231497062,79.2593976814894,0.23309367809808199,1,1.4098287235290596,0.11126630359173423,62519.31664662151,181143.7677473858,1.0,False,1.2441267621086286e-05,0.14974671340058188,0.0,MTOW_mission:main_route:initial_climb
13,540.4000000000001,15.401225007393176,31.366691441660357,80778.13418428042,79.3180244071147,79.2593976814894,0.23312638922771023,1,1.4098208569096702,0.11126529597482372,62518.75047772174,181106.04524236012,1.0,False,1.2441810464843873e-05,0.14970064404907568,0.0,MTOW_mission:main_route:initial_climb
14,540.6000000000001,17.767156849127346,47.052874098832774,80777.68352686263,79.32703627616682,79.2593976814894,0.23315910042085633,1,1.4098129915853053,0.11126428853302756,62518.1844072168,181068.3357942592,1.0,False,1.2442353187876281e-05,0.14965459040448195,0.0,MTOW_mission:main_route:initial_climb
15,540.8000000000002,20.13263501026528,62.74094792717746,80777.23294362561,79.33604792186142,79.2593976814894,0.23319181167641562,1,1.4098051275556185,0.11126328126629678,62517.61843507916,181030.63939593907,1.0,False,1.2442895790210693e-05,0.1496085524582438,0.0,MTOW_mission:main_route:initial_climb
16,541.0000000000002,22.497659561282063,78.43091283687328,80776.78243454944,79.34505934393287,79.2593976814894,0.233224522993283,1,1.4097972648202604,0.1112622741745821,62517.05256128116,180992.9560402626,1.0,False,1.2443438271874272e-05,0.14956253020181265,0.0,MTOW_mission:main_route:initial_climb
17,541.2000000000003,24.862230572605714,94.12276873807565,80776.33199961422,79.35407054211542,79.2593976814894,0.23325723437035295,1,1.4097894033788843,0.11126126725783449,62516.486785795256,180955.28572009937,1.0,False,1.2443980632894172e-05,0.14951652362664808,0.0,MTOW_mission:main_route:initial_climb
18,541.4000000000003,27.22634811461723,109.8165155409165,80775.88163880004,79.36308151614314,79.2593976814894,0.23328994580651913,1,1.4097815432311434,0.11126026051600502,62515.9211085939,180917.62842832578,1.0,False,1.2444522873297522e-05,0.1494705327242178,0.0,MTOW_mission:main_route:initial_climb
19,541.6000000000004,29.59001225765067,125.51215315550418,80775.431352087,79.37209226575,79.2593976814894,0.23332265730067492,1,1.4097736843766886,0.11125925394904441,62515.3555296495,180879.98415782527,1.0,False,1.244506499311144e-05,0.14942455748599823,0.0,MTOW_mission:main_route:initial_climb
20,541.8000000000004,31.953223071993204,141.20968149192345,80774.98113945525,79.38110279066981,79.2593976814894,0.2333553688517129,1,1.4097658268151756,0.11125824755690404,62514.79004893463,180842.35290148767,1.0,False,1.244560699236303e-05,0.1493785979034732,0.0,MTOW_mission:main_route:initial_climb
21,542.0000000000005,34.31598062788518,156.9091004602354,80774.53100088489,79.39011309063633,79.2593976814894,0.23338808045852544,1,1.4097579705462557,0.11125724133953466,62514.22466642167,180804.73465220977,1.0,False,1.2446148871079371e-05,0.14933265396813533,0.0,MTOW_mission:main_route:initial_climb
22,542.2000000000005,36.678284995520194,172.6104099704774,80774.08093635607,79.3991231653832,79.2593976814894,0.23342079212000436,1,1.4097501155695824,0.11125623529688733,62513.659382083155,180767.12940289482,1.0,False,1.244669062928754e-05,0.14928672567148488,0.0,MTOW_mission:main_route:initial_climb
23,542.4000000000005,39.040136245045154,188.31360993266307,80773.63094584894,79.4081330146438,79.2593976814894,0.2334535038350405,1,1.4097422618848106,0.11125522942891335,62513.09419589164,180729.53714645345,1.0,False,1.2447232267014588e-05,0.14924081300503092,0.0,MTOW_mission:main_route:initial_climb
24,542.6000000000006,41.40153444656033,204.01870025678213,80773.18102934367,79.41714263815153,79.2593976814894,0.23348621560252478,1,1.409734409491593,0.11125422373556366,62512.52910781961,180691.95787580244,1.0,False,1.2447773784287556e-05,0.1491949159602901,0.0,MTOW_mission:main_route:initial_climb
25,542.8000000000006,43.76247967011945,219.72568085280045,80772.73118682041,79.4261520356396,79.2593976814894,0.23351892742134725,1,1.4097265583895833,0.1112532182167894,62511.96411783961,180654.3915838656,1.0,False,1.2448315181133461e-05,0.14914903452878764,0.0,MTOW_mission:main_route:initial_climb
26,543.0000000000007,46.122971985729706,235.43455163065997,80772.28141825936,79.43516120684113,79.2593976814894,0.2335516392903975,1,1.4097187085784366,0.11125221287254183,62511.39922592421,180616.8382635731,1.0,False,1.2448856457579316e-05,0.14910316870205628,0.0,MTOW_mission:main_route:initial_climb
27,543.2000000000007,48.483011463351886,251.14531250027864,80771.83172364069,79.4441701514891,79.2593976814894,0.23358435120856466,1,1.409710860057806,0.111251207702772,62510.83443204596,180579.29790786238,1.0,False,1.2449397613652106e-05,0.14905731847163767,0.0,MTOW_mission:main_route:initial_climb
28,543.4000000000008,50.8425981729004,266.85796337155034,80771.3821029446,79.45317886931635,79.2593976814894,0.23361706317473724,1,1.4097030128273464,0.11125020270743113,62510.26973617744,180541.77050967724,1.0,False,1.244993864937881e-05,0.14901148382908114,0.0,MTOW_mission:main_route:initial_climb
29,543.6000000000008,53.20173218424335,282.5725041543448,80770.9325561513,79.46218736005562,79.2593976814894,0.2336497751878034,1,1.4096951668867121,0.11124919788647047,62509.70513829125,180504.25606196834,1.0,False,1.2450479564786383e-05,0.1489656647659443,0.0,MTOW_mission:main_route:initial_climb
30,543.8000000000009,55.56041356720257,298.2889347585077,80770.48308324101,79.47119562343953,79.2593976814894,0.23368248724665047,1,1.409687322235558,0.11124819323984127,62509.14063836,180466.75455769277,1.0,False,1.2451020359901776e-05,0.14891986127379253,0.0,MTOW_mission:main_route:initial_climb
31,544.0000000000009,57.91864239155376,314.0072550938604,80770.03368419396,79.48020365920057,79.2593976814894,0.23371519935016563,1,1.4096794788735396,0.11124718876749488,62508.576236356326,180429.26598981448,1.0,False,1.2451561034751915e-05,0.1488740733441995,0.0,MTOW_mission:main_route:initial_climb
32,544.200000000001,60.27641872702645,329.7274650702,80769.58435899037,79.48921146707107,79.2593976814894,0.2337479114972352,1,1.4096716368003106,0.11124618446938242,62508.01193225282,180391.79035130437,1.0,False,1.2452101589363707e-05,0.14882830096874736,0.0,MTOW_mission:main_route:initial_climb
33,544.400000000001,62.63374264330417,345.44956459729934,80769.1351076105,79.49821904678329,79.2593976814894,0.23378062368674518,1,1.4096637960155274,0.11124518034545536,62507.44772602216,180354.32763513972,1.0,False,1.2452642023764053e-05,0.1487825441390259,0.0,MTOW_mission:main_route:initial_climb
34,544.600000000001,64.9906142100244,361.1735535849068,80768.68593003461,79.50722639806938,79.2593976814894,0.2338133359175811,1,1.409655956518845,0.111244176395665,62506.88361763702,180316.87783430432,1.0,False,1.2453182337979834e-05,0.14873680284663282,0.0,MTOW_mission:main_route:initial_climb
35,544.8000000000011,67.34703349677875,376.89943194274645,80768.23682624295,79.51623352066129,79.2593976814894,0.23384604818862778,1,1.4096481183099183,0.11124317261996261,62506.31960707,180279.4409417892,1.0,False,1.2453722532037917e-05,0.14869107708317458,0.0,MTOW_mission:main_route:initial_climb
36,545.0000000000011,69.70300057311294,392.6271995805177,80767.78779621581,79.52524041429093,79.2593976814894,0.23387876049876966,1,1.409640281388405,0.11124216901829985,62505.75569429392,180242.01695059123,1.0,False,1.2454262605965148e-05,0.14864536684026466,0.0,MTOW_mission:main_route:initial_climb
37,545.2000000000012,72.0585155085269,408.3568564078956,80767.33883993347,79.53424707869004,79.2593976814894,0.23391147284689057,1,1.409632445753959,0.11124116559062788,62505.19187928137,180204.6058537148,1.0,False,1.2454802559788364e-05,0.14859967210952568,0.0,MTOW_mission:main_route:initial_climb
38,545.4000000000012,74.41357837247479,424.08840233453043,80766.88995737622,79.54325351359026,79.2593976814894,0.23394418523187394,1,1.4096246114062376,0.11124016233689825,62504.6281620051,180167.20764417024,1.0,False,1.2455342393534383e-05,0.14855399288258747,0.0,MTOW_mission:main_route:initial_climb
39,545.6000000000013,76.76818923436515,439.8218372700479,80766.44114852436,79.55225971872308,79.2593976814894,0.23397689765260257,1,1.4096167783448963,0.11123915925706238,62504.06454243784,180129.8223149752,1.0,False,1.2455882107230012e-05,0.1485083291510887,0.0,MTOW_mission:main_route:initial_climb
40,545.8000000000013,79.12234816356089,455.55716112404906,80765.99241335821,79.56126569381992,79.2593976814894,0.23400961010795884,1,1.4096089465695913,0.11123815635107173,62503.501020552314,180092.44985915328,1.0,False,1.245642170090203e-05,0.14846268090667522,0.0,MTOW_mission:main_route:initial_climb
41,546.0000000000014,81.47605522937934,471.2943738061101,80765.54375185809,79.57027143861204,79.2593976814894,0.23404232259682456,1,1.4096011160799795,0.11123715361887784,62502.93759632129,180055.09026973502,1.0,False,1.245696117457722e-05,0.14841704814100132,0.0,MTOW_mission:main_route:initial_climb
42,546.2000000000014,83.82931050109241,487.0334752257825,80765.09516400433,79.57927695283058,79.2593976814894,0.234075035118081,1,1.409593286875718,0.11123615106043228,62502.37426971754,180017.74353975765,1.0,False,1.2457500528282334e-05,0.14837143084572924,0.0,MTOW_mission:main_route:initial_climb
43,546.4000000000015,86.18211404792653,502.7744652925928,80764.64664977729,79.58828223620654,79.2593976814894,0.23410774767060888,1,1.409585458956464,0.11123514867568668,62501.81104071388,179980.40966226498,1.0,False,1.2458039762044113e-05,0.1483258290125293,0.0,MTOW_mission:main_route:initial_climb
44,546.6000000000015,88.53446593906281,518.5173439160426,80764.1982091573,79.59728728847084,79.2593976814894,0.23414046025328852,1,1.4095776323218736,0.11123414646459247,62501.24790928304,179943.08863030738,1.0,False,1.2458578875889282e-05,0.14828024263307987,0.0,MTOW_mission:main_route:initial_climb
45,546.8000000000015,90.88636624363707,534.2621110056086,80763.74984212473,79.6062921093543,79.2593976814894,0.23417317286499972,1,1.409569806971605,0.11123314442710136,62500.68487539787,179905.7804369416,1.0,False,1.2459117869844551e-05,0.14823467169906676,0.0,MTOW_mission:main_route:initial_climb
46,547.0000000000016,93.23781503073987,550.0087664707424,80763.30154865995,79.61529669858756,79.2593976814894,0.2342058855046217,1,1.4095619829053143,0.11123214256316485,62500.12193903115,179868.48507523138,1.0,False,1.2459656743936617e-05,0.14818911620218453,0.0,MTOW_mission:main_route:initial_climb
47,547.2000000000016,95.58881236941662,565.7573102208706,80762.85332874332,79.62430105590113,79.2593976814894,0.23423859817103315,1,1.4095541601226602,0.11123114087273474,62499.559100155755,179831.20253824702,1.0,False,1.2460195498192163e-05,0.14814357613413545,0.0,MTOW_mission:main_route:initial_climb
