,time [s],altitude [m],ground_distance [m],mass [kg],true_airspeed [m/s],equivalent_airspeed [m/s],mach [-],engine_setting,CL [-],CD [-],drag [N],thrust [N],thrust_rate [-],thrust_is_regulated,sfc [kg/N/s],slope_angle [rad],acceleration [m/s**2],name
0,0.0,0.0,0.0,74677.25090270645,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
1,60.0,0.0,0.0,74646.18999347731,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
2,120.0,0.0,0.0,74615.12908424817,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
3,180.0,0.0,0.0,74584.06817501903,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
4,240.0,0.0,0.0,74553.00726578989,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
5,300.0,0.0,0.0,74521.94635656074,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
6,360.0,0.0,0.0,74490.8854473316,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
7,420.0,0.0,0.0,74459.82453810246,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
8,480.0,0.0,0.0,74428.76362887332,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
9,540.0,0.0,0.0,74397.70271964418,0.0,0.0,0.0,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:taxi_out
10,540.0,10.668000000000001,0.0,74315.30271964418,79.3,79.2593976814894,0.23306096703307572,2,0.0,0.0,0.0,53068.90891708,0.25,False,9.75489850930377e-06,0.0,0.0,MTOW_mission:takeoff
11,540.0,10.668000000000001,0.0,74315.30271964418,79.3,79.2593976814894,0.23306096703307572,2,1.565513214994139,0.13535186699096405,63009.55891459428,53068.90891708,0.25,False,9.75489850930377e-06,0.17923419046395359,0.0,MTOW_mission:takeoff
12,540.2,13.495458694149118,15.605930838398722,74314.82093367577,79.31076640957812,79.2593976814894,0.23310004485491106,1,1.565503065774897,0.13535031340868037,63008.83568456718,193584.42183207007,1.0,False,1.2441373287461175e-05,0.17917023891174838,0.0,MTOW_mission:main_route:initial_climb
13,540.4000000000001,16.322303102183717,31.21416127723303,74314.33924246485,79.32153262817211,79.2593976814894,0.23313912323000158,1,1.565492918551799,0.13534876014915398,63008.1126047914,193536.2645520196,1.0,False,1.2442021753675601e-05,0.17910631265436577,0.0,MTOW_mission:main_route:initial_climb
14,540.6000000000001,19.14853332960075,46.824691192675516,74313.8576459821,79.33229865534906,79.2593976814894,0.23317820215658025,1,1.5654827733242294,0.13534720721228055,63007.38967521832,193488.12661472813,1.0,False,1.2442670055261727e-05,0.1790424116755833,0.0,MTOW_mission:main_route:initial_climb
