,time [s],altitude [m],ground_distance [m],mass [kg],true_airspeed [m/s],equivalent_airspeed [m/s],mach [-],engine_setting,CL [-],CD [-],drag [N],thrust [N],thrust_rate [-],thrust_is_regulated,sfc [kg/N/s],slope_angle [rad],acceleration [m/s**2],name
658,13437.184752486843,10972.8,2905628.8966703247,59785.09686300605,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5283106277596006,0.03259438521483636,36171.54501898229,36171.54501898229,0.6621178304561999,True,1.6654173693359944e-05,0.0,0.0,MTOW_mission:main_route:cruise
659,13497.184752486843,10972.8,2919266.719646037,59748.95243139585,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.527991225628368,0.03257748466474785,36152.78967187748,36152.78967187748,0.6617745150206007,True,1.665476066180606e-05,0.0,0.0,MTOW_mission:main_route:cruise
660,13557.184752486843,10972.8,2932904.5426217495,59712.82546784135,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5276719778593417,0.0325606139157207,36134.06739643288,36134.06739643288,0.6614318049596377,True,1.6655348599625476e-05,0.0,0.0,MTOW_mission:main_route:cruise
661,13617.184752486843,10972.8,2946542.365597462,59676.71593851275,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5273528841535742,0.032543772920614604,36115.378140334644,36115.378140334644,0.6610896993157093,True,1.6655937497856925e-05,0.0,0.0,MTOW_mission:main_route:cruise
662,13677.184752486843,10972.8,2960180.188573174,59640.62380965174,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5270339442127485,0.03252696163241858,36096.72185141245,36096.72185141245,0.6607481971338409,True,1.665652734757564e-05,0.0,0.0,MTOW_mission:main_route:cruise
663,13737.184752486843,10972.8,2973818.0115488865,59604.549047571185,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5267151577391775,0.03251018000425062,36078.09847763907,36078.09847763907,0.6604072974616778,True,1.6657118139893193e-05,0.0,0.0,MTOW_mission:main_route:cruise
664,13797.184752486843,10972.8,2987455.834524599,59568.4916186549,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5263965244358008,0.0324934279893572,36059.50796712991,36059.50796712991,0.6600669993494757,True,1.665770986595735e-05,0.0,0.0,MTOW_mission:main_route:cruise
665,13857.184752486843,10972.8,3001093.6575003113,59532.451489357365,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5260780440061822,0.03247670554111285,36040.95026814246,36040.95026814246,0.6597273018500909,True,1.66583025169519e-05,0.0,0.0,MTOW_mission:main_route:cruise
666,13917.184752486843,10972.8,3014731.4804760236,59496.42862620346,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5257597161545079,0.0324600126130198,36022.42532907591,36022.42532907591,0.6593882040189741,True,1.6658896084096504e-05,0.0,0.0,MTOW_mission:main_route:cruise
667,13977.184752486843,10972.8,3028369.303451736,59460.422995788205,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5254415405855839,0.03244334915870739,36003.93309847054,36003.93309847054,0.6590497049141586,True,1.6659490558646528e-05,0.0,0.0,MTOW_mission:main_route:cruise
668,14037.184752486843,10972.8,3042007.1264274484,59424.43456477652,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5251235170048338,0.03242671513193185,35985.473525007415,35985.473525007415,0.6587118035962543,True,1.6660085931892905e-05,0.0,0.0,MTOW_mission:main_route:cruise
669,14097.184752486843,10972.8,3055644.9494031607,59388.463299902935,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5248056451182963,0.032410110228703416,35967.046271334606,35967.046271334606,0.6583744938900555,True,1.666068220443708e-05,0.0,0.0,MTOW_mission:main_route:cruise
670,14157.184752486843,10972.8,3069282.772378873,59352.5091682374,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5244879246349742,0.0323935333866526,35948.650158489974,35948.650158489974,0.6580377542147355,True,1.6661279404406314e-05,0.0,0.0,MTOW_mission:main_route:cruise
671,14217.184752486843,10972.8,3082920.5953545854,59316.57213796728,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5241703552737449,0.03237698445833295,35930.28502284515,35930.28502284515,0.6577015815750873,True,1.666187752731952e-05,0.0,0.0,MTOW_mission:main_route:cruise
672,14277.184752486843,10972.8,3096558.418330298,59280.65217745295,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5238529367550142,0.032360463400613985,35911.950816536184,35911.950816536184,0.6573659750949644,True,1.666247656499231e-05,0.0,0.0,MTOW_mission:main_route:cruise
673,14337.184752486843,10972.8,3110196.24130601,59244.749255119925,227.2970495952077,124.10277373950974,0.7700000000914896,3,0.5235356687997639,0.0323439701704792,35893.6474918256,35893.6474918256,0.6570309339005352,True,1.666307650927263e-05,0.0,0.0,MTOW_mission:main_route:cruise
