Description
gust vertical speed for sizing load case 1 (gust with minimum aircraft mass)
equivalent air speed for sizing load case 1 (gust with minimum aircraft mass)
altitude for sizing load case 1 (gust with minimum aircraft mass)
gust vertical speed for sizing load case 2 (gust with maximum aircraft mass)
equivalent air speed for sizing load case 2 (gust with maximum aircraft mass)
altitude for sizing load case 2 (gust with maximum aircraft mass)
